id,name,abstract,layer
CWE-375,Returning a Mutable Object to an Untrusted Caller,Base,{"CWE-664":2}
CWE-377,Insecure Temporary File,Class,{"CWE-664":2}
CWE-378,Creation of Temporary File With Insecure Permissions,Base,{"CWE-664":3}
CWE-379,Creation of Temporary File in Directory with Insecure Permissions,Base,{"CWE-664":3}
CWE-38,Path Traversal: 'absolutepathnamehere',Variant,{"CWE-664":4}
CWE-610,Externally Controlled Reference to a Resource in Another Sphere,Class,{"CWE-664":1}
CWE-384,Session Fixation,Compound,{"CWE-664":2}
CWE-514,Covert Channel,Class,{"CWE-664":2}
CWE-385,Covert Timing Channel,Base,{"CWE-664":3}
CWE-386,Symbolic Name not Mapping to Correct Object,Base,{"CWE-664":2}
CWE-39,Path Traversal: 'C:dirname',Variant,{"CWE-664":4}
CWE-40,Path Traversal: 'UNCsharename' (Windows UNC Share),Variant,{"CWE-664":4}
CWE-401,Missing Release of Memory after Effective Lifetime,Variant,{"CWE-664":3}
CWE-402,Transmission of Private Resources into a New Sphere ('Resource Leak'),Class,{"CWE-664":2}
CWE-403,Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak'),Base,{"CWE-664":3}
CWE-406,Insufficient Control of Network Message Volume (Network Amplification),Class,{"CWE-664":3}
CWE-409,Improper Handling of Highly Compressed Data (Data Amplification),Base,{"CWE-664":3}
CWE-41,Improper Resolution of Path Equivalence,Base,{"CWE-664":2}
CWE-410,Insufficient Resource Pool,Base,{"CWE-664":1}
CWE-412,Unrestricted Externally Accessible Lock,Base,{"CWE-664":3}
CWE-413,Improper Resource Locking,Base,{"CWE-664":3}
CWE-414,Missing Lock Check,Base,{"CWE-664":3}
CWE-825,Expired Pointer Dereference,Base,{"CWE-664":3}
CWE-415,Double Free,Variant,{"CWE-664":4}
CWE-416,Use After Free,Variant,{"CWE-664":4}
CWE-42,Path Equivalence: 'filename.' (Trailing Dot),Variant,{"CWE-664":3}
CWE-426,Untrusted Search Path,Base,{"CWE-664":3}
CWE-427,Uncontrolled Search Path Element,Base,{"CWE-664":2}
CWE-428,Unquoted Search Path or Element,Base,{"CWE-664":2}
CWE-43,Path Equivalence: 'filename....' (Multiple Trailing Dot),Variant,{"CWE-664":4}
CWE-433,Unparsed Raw Web Content Delivery,Variant,{"CWE-664":4}
CWE-434,Unrestricted Upload of File with Dangerous Type,Base,{"CWE-664":2}
CWE-44,Path Equivalence: 'file.name' (Internal Dot),Variant,{"CWE-664":3}
CWE-45,Path Equivalence: 'file...name' (Multiple Internal Dot),Variant,{"CWE-664":4}
CWE-453,Insecure Default Variable Initialization,Variant,{"CWE-664":4}
CWE-454,External Initialization of Trusted Variables or Data Stores,Base,{"CWE-664":3}
CWE-456,Missing Initialization of a Variable,Variant,{"CWE-664":3}
CWE-908,Use of Uninitialized Resource,Base,{"CWE-664":2}
CWE-457,Use of Uninitialized Variable,Variant,{"CWE-664":3}
CWE-46,Path Equivalence: 'filename ' (Trailing Space),Variant,{"CWE-664":3}
CWE-460,Improper Cleanup on Thrown Exception,Base,{"CWE-664":3}
CWE-466,Return of Pointer Value Outside of Expected Range,Base,{"CWE-664":3}
CWE-47,Path Equivalence: ' filename' (Leading Space),Variant,{"CWE-664":3}
CWE-913,Improper Control of Dynamically-Managed Code Resources,Class,{"CWE-664":1}
CWE-470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),Base,{"CWE-664":2}
CWE-471,Modification of Assumed-Immutable Data (MAID),Base,{"CWE-664":1}
CWE-472,External Control of Assumed-Immutable Web Parameter,Base,{"CWE-664":3}
CWE-473,PHP External Variable Modification,Variant,{"CWE-664":2}
CWE-48,Path Equivalence: 'file name' (Internal Whitespace),Variant,{"CWE-664":3}
CWE-487,Reliance on Package-level Scope,Base,{"CWE-664":1}
CWE-488,Exposure of Data Element to Wrong Session,Base,{"CWE-664":2}
CWE-49,Path Equivalence: 'filename/' (Trailing Slash),Variant,{"CWE-664":3}
CWE-491,Public cloneable() Method Without Final ('Object Hijack'),Variant,{"CWE-664":2}
CWE-492,Use of Inner Class Containing Sensitive Data,Variant,{"CWE-664":2}
CWE-493,Critical Public Variable Without Final Modifier,Variant,{"CWE-664":2}
CWE-495,Private Data Structure Returned From A Public Method,Variant,{"CWE-664":1}
CWE-496,Public Data Assigned to Private Array-Typed Field,Variant,{"CWE-664":1}
CWE-498,Cloneable Class Containing Sensitive Information,Variant,{"CWE-664":2}
CWE-499,Serializable Class Containing Sensitive Data,Variant,{"CWE-664":2}
CWE-50,Path Equivalence: '//multiple/leading/slash',Variant,{"CWE-664":3}
CWE-500,Public Static Field Not Marked Final,Variant,{"CWE-664":3}
CWE-501,Trust Boundary Violation,Base,{"CWE-664":1}
CWE-502,Deserialization of Untrusted Data,Base,{"CWE-664":2}
CWE-51,Path Equivalence: '/multiple//internal/slash',Variant,{"CWE-664":3}
CWE-515,Covert Storage Channel,Base,{"CWE-664":3}
CWE-52,Path Equivalence: '/multiple/trailing/slash//',Variant,{"CWE-664":3}
CWE-524,Use of Cache Containing Sensitive Information,Base,{"CWE-664":2}
CWE-525,Use of Web Browser Cache Containing Sensitive Information,Variant,{"CWE-664":3}
CWE-527,Exposure of Version-Control Repository to an Unauthorized Control Sphere,Variant,{"CWE-664":3}
CWE-528,Exposure of Core Dump File to an Unauthorized Control Sphere,Variant,{"CWE-664":3}
CWE-529,Exposure of Access Control List Files to an Unauthorized Control Sphere,Variant,{"CWE-664":3}
CWE-53,Path Equivalence: 'multipleinternalbackslash',Variant,{"CWE-664":3}
CWE-530,Exposure of Backup File to an Unauthorized Control Sphere,Variant,{"CWE-664":3}
CWE-540,Inclusion of Sensitive Information in Source Code,Base,{"CWE-664":4}
CWE-531,Inclusion of Sensitive Information in Test Code,Variant,{"CWE-664":5}
CWE-538,Insertion of Sensitive Information into Externally-Accessible File or Directory,Base,{"CWE-664":3}
CWE-532,Insertion of Sensitive Information into Log File,Base,{"CWE-664":4}
CWE-535,Exposure of Information Through Shell Error Message,Variant,{"CWE-664":5}
CWE-536,Servlet Runtime Error Message Containing Sensitive Information,Variant,{"CWE-664":5}
CWE-537,Java Runtime Error Message Containing Sensitive Information,Variant,{"CWE-664":5}
CWE-539,Use of Persistent Cookies Containing Sensitive Information,Variant,{"CWE-664":3}
CWE-54,Path Equivalence: 'filedir' (Trailing Backslash),Variant,{"CWE-664":3}
CWE-541,Inclusion of Sensitive Information in an Include File,Variant,{"CWE-664":5}
CWE-543,Use of Singleton Pattern Without Synchronization in a Multithreaded Context,Variant,{"CWE-664":3}
CWE-548,Exposure of Information Through Directory Listing,Variant,{"CWE-664":4}
CWE-55,Path Equivalence: '/./' (Single Dot Directory),Variant,{"CWE-664":3}
CWE-550,Server-generated Error Message Containing Sensitive Information,Variant,{"CWE-664":4}
CWE-553,Command Shell in Externally Accessible Directory,Variant,{"CWE-664":3}
CWE-663,Use of a Non-reentrant Function in a Concurrent Context,Base,{"CWE-664":2}
CWE-558,Use of getlogin() in Multithreaded Application,Variant,{"CWE-664":3}
CWE-56,Path Equivalence: 'filedir*' (Wildcard),Variant,{"CWE-664":3}
CWE-565,Reliance on Cookies without Validation and Integrity Checking,Base,{"CWE-664":3}
CWE-567,Unsynchronized Access to Shared Data in a Multithreaded Context,Base,{"CWE-664":3}
CWE-568,finalize() Method Without super.finalize(),Variant,{"CWE-664":3}
CWE-57,Path Equivalence: 'fakedir/../realdir/filename',Variant,{"CWE-664":3}
CWE-572,Call to Thread run() instead of start(),Variant,{"CWE-664":3}
CWE-574,EJB Bad Practices: Use of Synchronization Primitives,Variant,{"CWE-664":3}
CWE-58,Path Equivalence: Windows 8.3 Filename,Variant,{"CWE-664":3}
CWE-580,clone() Method Without super.clone(),Variant,{"CWE-664":1}
CWE-582,"Array Declared Public, Final, and Static",Variant,{"CWE-664":2}
CWE-583,finalize() Method Declared Public,Variant,{"CWE-664":2}
CWE-588,Attempt to Access Child of a Non-structure Pointer,Variant,{"CWE-664":2}
CWE-762,Mismatched Memory Management Routines,Variant,{"CWE-664":3}
CWE-590,Free of Memory not on the Heap,Variant,{"CWE-664":4}
CWE-591,Sensitive Data Storage in Improperly Locked Memory,Variant,{"CWE-664":4}
CWE-666,Operation on Resource in Wrong Phase of Lifetime,Class,{"CWE-664":1}
CWE-593,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created,Variant,{"CWE-664":2}
CWE-598,Use of GET Request Method With Sensitive Query Strings,Variant,{"CWE-664":4}
CWE-601,URL Redirection to Untrusted Site ('Open Redirect'),Base,{"CWE-664":2}
CWE-607,Public Static Final Field References Mutable Object,Variant,{"CWE-664":2}
CWE-608,Struts: Non-private Field in ActionForm Class,Variant,{"CWE-664":2}
CWE-609,Double-Checked Locking,Base,{"CWE-664":3}
CWE-61,UNIX Symbolic Link (Symlink) Following,Compound,{"CWE-664":3}
CWE-611,Improper Restriction of XML External Entity Reference,Base,{"CWE-664":2}
CWE-613,Insufficient Session Expiration,Base,{"CWE-664":3}
CWE-615,Inclusion of Sensitive Information in Source Code Comments,Variant,{"CWE-664":5}
CWE-619,Dangling Database Cursor ('Cursor Injection'),Base,{"CWE-664":3}
CWE-62,UNIX Hard Link,Variant,{"CWE-664":3}
CWE-64,Windows Shortcut Following (.LNK),Variant,{"CWE-664":3}
CWE-65,Windows Hard Link,Variant,{"CWE-664":3}
CWE-651,Exposure of WSDL File Containing Sensitive Information,Variant,{"CWE-664":4}
CWE-66,Improper Handling of File Names that Identify Virtual Resources,Base,{"CWE-664":2}
CWE-67,Improper Handling of Windows Device Names,Variant,{"CWE-664":3}
CWE-673,External Influence of Sphere Definition,Class,{"CWE-664":1}
CWE-69,Improper Handling of Windows ::DATA Alternate Data Stream,Variant,{"CWE-664":3}
CWE-72,Improper Handling of Apple HFS+ Alternate Data Stream Path,Variant,{"CWE-664":3}
CWE-763,Release of Invalid Pointer or Reference,Base,{"CWE-664":2}
CWE-761,Free of Pointer not at Start of Buffer,Variant,{"CWE-664":3}
CWE-764,Multiple Locks of a Critical Resource,Base,{"CWE-664":3}
CWE-765,Multiple Unlocks of a Critical Resource,Base,{"CWE-664":3}
CWE-767,Access to Critical Private Variable via Public Method,Base,{"CWE-664":2}
CWE-771,Missing Reference to Active Allocated Resource,Base,{"CWE-664":2}
CWE-773,Missing Reference to Active File Descriptor or Handle,Variant,{"CWE-664":3}
CWE-774,Allocation of File Descriptors or Handles Without Limits or Throttling,Variant,{"CWE-664":3}
CWE-775,Missing Release of File Descriptor or Handle after Effective Lifetime,Variant,{"CWE-664":3}
CWE-778,Insufficient Logging,Base,{"CWE-664":3}
CWE-779,Logging of Excessive Data,Base,{"CWE-664":2}
CWE-784,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,Variant,{"CWE-664":4}
CWE-789,Memory Allocation with Excessive Size Value,Variant,{"CWE-664":3}
CWE-8,J2EE Misconfiguration: Entity Bean Declared Remote,Variant,{"CWE-664":2}
CWE-805,Buffer Access with Incorrect Length Value,Base,{"CWE-664":3}
CWE-806,Buffer Access Using Size of Source Buffer,Variant,{"CWE-664":4}
CWE-822,Untrusted Pointer Dereference,Base,{"CWE-664":3}
CWE-823,Use of Out-of-range Pointer Offset,Base,{"CWE-664":3}
CWE-824,Access of Uninitialized Pointer,Base,{"CWE-664":3}
CWE-826,Premature Release of Resource During Expected Lifetime,Base,{"CWE-664":2}
CWE-827,Improper Control of Document Type Definition,Variant,{"CWE-664":2}
CWE-829,Inclusion of Functionality from Untrusted Control Sphere,Base,{"CWE-664":2}
CWE-830,Inclusion of Web Functionality from an Untrusted Source,Variant,{"CWE-664":3}
CWE-832,Unlock of a Resource that is not Locked,Base,{"CWE-664":3}
CWE-833,Deadlock,Base,{"CWE-664":3}
CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),Base,{"CWE-664":2}
CWE-910,Use of Expired File Descriptor,Base,{"CWE-664":3}
CWE-911,Improper Update of Reference Count,Base,{"CWE-664":1}
CWE-918,Server-Side Request Forgery (SSRF),Base,{"CWE-664":3}
CWE-920,Improper Restriction of Power Consumption,Base,{"CWE-664":2}
CWE-922,Insecure Storage of Sensitive Information,Class,{"CWE-664":1}
CWE-921,Storage of Sensitive Data in a Mechanism without Access Control,Base,{"CWE-664":2}
CWE-98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),Variant,{"CWE-664":3}
CWE-682,Incorrect Calculation,Pillar,{"CWE-682":0}
CWE-128,Wrap-around Error,Base,{"CWE-682":1}
CWE-131,Incorrect Calculation of Buffer Size,Base,{"CWE-682":1}
CWE-1335,Incorrect Bitwise Shift of Integer,Base,{"CWE-682":1}
CWE-1339,Insufficient Precision or Accuracy of a Real Number,Base,{"CWE-682":1}
CWE-135,Incorrect Calculation of Multi-Byte String Length,Base,{"CWE-682":1}
CWE-190,Integer Overflow or Wraparound,Base,{"CWE-682":1}
CWE-191,Integer Underflow (Wrap or Wraparound),Base,{"CWE-682":1}
CWE-193,Off-by-one Error,Base,{"CWE-682":1}
CWE-369,Divide By Zero,Base,{"CWE-682":1}
CWE-467,Use of sizeof() on a Pointer Type,Variant,{"CWE-682":2}
CWE-468,Incorrect Pointer Scaling,Base,{"CWE-682":1}
CWE-469,Use of Pointer Subtraction to Determine Size,Base,{"CWE-682":1}
CWE-680,Integer Overflow to Buffer Overflow,Compound,{"CWE-682":2}
CWE-696,Incorrect Behavior Order,Class,{"CWE-691":1}
CWE-1190,DMA Device Enabled Too Early in Boot Phase,Base,{"CWE-691":2}
CWE-1193,Power-On of Untrusted Execution Core Before Enabling Fabric Access Control,Base,{"CWE-691":2}
CWE-362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),Class,{"CWE-691":1}
CWE-1223,Race Condition for Write-Once Attributes,Base,{"CWE-691":2}
CWE-691,Insufficient Control Flow Management,Pillar,{"CWE-691":0}
CWE-1265,Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls,Base,{"CWE-691":1}
CWE-1279,Cryptographic Operations are run Before Supporting Units are Ready,Base,{"CWE-691":1}
CWE-1280,Access Control Check Implemented After Asset is Accessed,Base,{"CWE-691":2}
CWE-1281,Sequence of Processor Instructions Leads to Unexpected Behavior,Base,{"CWE-691":1}
CWE-1298,Hardware Logic Contains Race Conditions,Base,{"CWE-691":2}
CWE-834,Excessive Iteration,Class,{"CWE-691":1}
CWE-1322,"Use of Blocking Code in Single-threaded, Non-blocking Context",Base,{"CWE-691":2}
CWE-179,Incorrect Behavior Order: Early Validation,Base,{"CWE-691":2}
CWE-180,Incorrect Behavior Order: Validate Before Canonicalize,Variant,{"CWE-691":3}
CWE-181,Incorrect Behavior Order: Validate Before Filter,Variant,{"CWE-691":3}
CWE-705,Incorrect Control Flow Scoping,Class,{"CWE-691":1}
CWE-248,Uncaught Exception,Base,{"CWE-691":2}
CWE-367,Time-of-check Time-of-use (TOCTOU) Race Condition,Base,{"CWE-691":2}
CWE-363,Race Condition Enabling Link Following,Base,{"CWE-691":3}
CWE-364,Signal Handler Race Condition,Base,{"CWE-691":2}
CWE-366,Race Condition within a Thread,Base,{"CWE-691":2}
CWE-368,Context Switching Race Condition,Base,{"CWE-691":2}
CWE-382,J2EE Bad Practices: Use of System.exit(),Variant,{"CWE-691":2}
CWE-395,Use of NullPointerException Catch to Detect NULL Pointer Dereference,Base,{"CWE-691":2}
CWE-396,Declaration of Catch for Generic Exception,Base,{"CWE-691":2}
CWE-397,Declaration of Throws for Generic Exception,Base,{"CWE-691":2}
CWE-408,Incorrect Behavior Order: Early Amplification,Base,{"CWE-691":2}
CWE-430,Deployment of Wrong Handler,Base,{"CWE-691":1}
CWE-431,Missing Handler,Base,{"CWE-691":1}
CWE-432,Dangerous Signal Handler not Disabled During Sensitive Operations,Base,{"CWE-691":3}
CWE-455,Non-exit on Failed Initialization,Base,{"CWE-691":2}
CWE-828,Signal Handler with Functionality that is not Asynchronous-Safe,Variant,{"CWE-691":3}
CWE-479,Signal Handler Use of a Non-reentrant Function,Variant,{"CWE-691":4}
CWE-670,Always-Incorrect Control Flow Implementation,Class,{"CWE-691":1}
CWE-480,Use of Incorrect Operator,Base,{"CWE-691":2}
CWE-481,Assigning instead of Comparing,Variant,{"CWE-691":3}
CWE-482,Comparing instead of Assigning,Variant,{"CWE-691":3}
CWE-483,Incorrect Block Delimitation,Base,{"CWE-691":2}
CWE-584,Return Inside Finally Block,Base,{"CWE-691":2}
CWE-600,Uncaught Exception in Servlet ,Variant,{"CWE-691":3}
CWE-617,Reachable Assertion,Base,{"CWE-691":2}
CWE-674,Uncontrolled Recursion,Class,{"CWE-691":2}
CWE-689,Permission Race Condition During Resource Copy,Compound,{"CWE-691":2}
CWE-698,Execution After Redirect (EAR),Base,{"CWE-691":2}
CWE-768,Incorrect Short Circuit Evaluation,Variant,{"CWE-691":1}
CWE-776,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),Base,{"CWE-691":3}
CWE-783,Operator Precedence Logic Error,Base,{"CWE-691":2}
CWE-799,Improper Control of Interaction Frequency,Class,{"CWE-691":1}
CWE-831,Signal Handler Function Associated with Multiple Signals,Variant,{"CWE-691":3}
CWE-835,Loop with Unreachable Exit Condition ('Infinite Loop'),Base,{"CWE-691":2}
CWE-837,"Improper Enforcement of a Single, Unique Action",Base,{"CWE-691":2}
CWE-841,Improper Enforcement of Behavioral Workflow,Base,{"CWE-691":1}
CWE-693,Protection Mechanism Failure,Pillar,{"CWE-693":0}
CWE-1039,Automated Recognition Mechanism with Inadequate Detection or Handling of Adversarial Input Perturbations,Class,{"CWE-693":1}
CWE-330,Use of Insufficiently Random Values,Class,{"CWE-693":1}
CWE-1204,Generation of Weak Initialization Vector (IV),Base,{"CWE-693":2}
CWE-327,Use of a Broken or Risky Cryptographic Algorithm,Class,{"CWE-693":1}
CWE-1240,Use of a Cryptographic Primitive with a Risky Implementation,Base,{"CWE-693":2}
CWE-1241,Use of Predictable Algorithm in Random Number Generator,Base,{"CWE-693":2}
CWE-1248,Semiconductor Defects in Hardware Logic with Security-Sensitive Implications,Base,{"CWE-693":1}
CWE-1253,Incorrect Selection of Fuse Values,Base,{"CWE-693":1}
CWE-1269,Product Released in Non-Release Configuration,Base,{"CWE-693":1}
CWE-1278,Missing Protection Against Hardware Reverse Engineering Using Integrated Circuit (IC) Imaging Techniques,Base,{"CWE-693":1}
CWE-1291,Public Key Re-Use for Signing both Debug and Production Code,Base,{"CWE-693":1}
CWE-345,Insufficient Verification of Data Authenticity,Class,{"CWE-693":1}
CWE-1293,Missing Source Correlation of Multiple Independent Data,Base,{"CWE-693":2}
CWE-1318,Missing Support for Security Features in On-chip Fabrics or Buses,Base,{"CWE-693":1}
CWE-1319,Improper Protection against Electromagnetic Fault Injection (EM-FI),Base,{"CWE-693":1}
CWE-1326,Missing Immutable Root of Trust in Hardware,Base,{"CWE-693":1}
CWE-1338,Improper Protections Against Hardware Overheating,Base,{"CWE-693":1}
CWE-346,Origin Validation Error,Class,{"CWE-693":2}
CWE-1385,Missing Origin Validation in WebSockets,Variant,{"CWE-693":3}
CWE-182,Collapse of Data into Unsafe Value,Base,{"CWE-693":1}
CWE-184,Incomplete List of Disallowed Inputs,Base,{"CWE-693":1}
CWE-311,Missing Encryption of Sensitive Data,Class,{"CWE-693":1}
CWE-312,Cleartext Storage of Sensitive Information,Base,{"CWE-693":2}
CWE-313,Cleartext Storage in a File or on Disk,Variant,{"CWE-693":3}
CWE-314,Cleartext Storage in the Registry,Variant,{"CWE-693":3}
CWE-315,Cleartext Storage of Sensitive Information in a Cookie,Variant,{"CWE-693":3}
CWE-316,Cleartext Storage of Sensitive Information in Memory,Variant,{"CWE-693":3}
CWE-317,Cleartext Storage of Sensitive Information in GUI,Variant,{"CWE-693":3}
CWE-318,Cleartext Storage of Sensitive Information in Executable,Variant,{"CWE-693":3}
CWE-319,Cleartext Transmission of Sensitive Information,Base,{"CWE-693":2}
CWE-344,Use of Invariant Value in Dynamically Changing Context,Base,{"CWE-693":2}
CWE-323,"Reusing a Nonce, Key Pair in Encryption",Base,{"CWE-693":3}
CWE-326,Inadequate Encryption Strength,Class,{"CWE-693":1}
CWE-328,Use of Weak Hash,Base,{"CWE-693":2}
CWE-329,Generation of Predictable IV with CBC Mode,Variant,{"CWE-693":3}
CWE-331,Insufficient Entropy,Base,{"CWE-693":2}
CWE-332,Insufficient Entropy in PRNG,Variant,{"CWE-693":3}
CWE-333,Improper Handling of Insufficient Entropy in TRNG,Variant,{"CWE-693":3}
CWE-334,Small Space of Random Values,Base,{"CWE-693":2}
CWE-335,Incorrect Usage of Seeds in Pseudo-Random Number Generator (PRNG),Base,{"CWE-693":2}
CWE-336,Same Seed in Pseudo-Random Number Generator (PRNG),Variant,{"CWE-693":3}
CWE-337,Predictable Seed in Pseudo-Random Number Generator (PRNG),Variant,{"CWE-693":3}
CWE-338,Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),Base,{"CWE-693":2}
CWE-339,Small Seed Space in PRNG,Variant,{"CWE-693":3}
CWE-340,Generation of Predictable Numbers or Identifiers,Class,{"CWE-693":2}
CWE-341,Predictable from Observable State,Base,{"CWE-693":3}
CWE-342,Predictable Exact Value from Previous Values,Base,{"CWE-693":3}
CWE-343,Predictable Value Range from Previous Values,Base,{"CWE-693":3}
CWE-347,Improper Verification of Cryptographic Signature,Base,{"CWE-693":2}
CWE-348,Use of Less Trusted Source,Base,{"CWE-693":2}
CWE-349,Acceptance of Extraneous Untrusted Data With Trusted Data,Base,{"CWE-693":2}
CWE-351,Insufficient Type Distinction,Base,{"CWE-693":2}
CWE-352,Cross-Site Request Forgery (CSRF),Compound,{"CWE-693":2}
CWE-353,Missing Support for Integrity Check,Base,{"CWE-693":2}
CWE-354,Improper Validation of Integrity Check Value,Base,{"CWE-693":2}
CWE-357,Insufficient UI Warning of Dangerous Operations,Base,{"CWE-693":1}
CWE-360,Trust of System Event Data,Base,{"CWE-693":2}
CWE-450,Multiple Interpretations of UI Input,Base,{"CWE-693":2}
CWE-494,Download of Code Without Integrity Check,Base,{"CWE-693":2}
CWE-5,J2EE Misconfiguration: Data Transmission Without Encryption,Variant,{"CWE-693":3}
CWE-526,Cleartext Storage of Sensitive Information in an Environment Variable,Variant,{"CWE-693":3}
CWE-6,J2EE Misconfiguration: Insufficient Session-ID Length,Variant,{"CWE-693":3}
CWE-602,Client-Side Enforcement of Server-Side Security,Class,{"CWE-693":1}
CWE-614,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,Variant,{"CWE-693":3}
CWE-616,Incomplete Identification of Uploaded File Variables (PHP),Variant,{"CWE-693":2}
CWE-646,Reliance on File Name or Extension of Externally-Supplied File,Variant,{"CWE-693":2}
CWE-649,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,Base,{"CWE-693":2}
CWE-692,Incomplete Denylist to Cross-Site Scripting,Compound,{"CWE-693":2}
CWE-757,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),Base,{"CWE-693":1}
CWE-916,Use of Password Hash With Insufficient Computational Effort,Base,{"CWE-693":3}
CWE-759,Use of a One-Way Hash without a Salt,Variant,{"CWE-693":4}
CWE-760,Use of a One-Way Hash with a Predictable Salt,Variant,{"CWE-693":4}
CWE-780,Use of RSA Algorithm without OAEP,Variant,{"CWE-693":2}
CWE-807,Reliance on Untrusted Inputs in a Security Decision,Base,{"CWE-693":1}
CWE-924,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,Base,{"CWE-693":2}
CWE-697,Incorrect Comparison,Pillar,{"CWE-697":0}
CWE-1023,Incomplete Comparison with Missing Factors,Class,{"CWE-697":1}
CWE-1024,Comparison of Incompatible Types,Base,{"CWE-697":1}
CWE-1025,Comparison Using Wrong Factors,Base,{"CWE-697":1}
CWE-1077,Floating Point Comparison with Incorrect Operator,Variant,{"CWE-697":1}
CWE-183,Permissive List of Allowed Inputs,Base,{"CWE-697":1}
CWE-185,Incorrect Regular Expression,Class,{"CWE-697":1}
CWE-186,Overly Restrictive Regular Expression,Base,{"CWE-697":2}
CWE-187,Partial String Comparison,Variant,{"CWE-697":2}
CWE-478,Missing Default Case in Multiple Condition Expression,Base,{"CWE-697":2}
CWE-486,Comparison of Classes by Name,Variant,{"CWE-697":2}
CWE-595,Comparison of Object References Instead of Object Contents,Variant,{"CWE-697":2}
CWE-597,Use of Wrong Operator in String Comparison,Variant,{"CWE-697":3}
CWE-625,Permissive Regular Expression,Base,{"CWE-697":2}
CWE-777,Regular Expression without Anchors,Variant,{"CWE-697":3}
